CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U63000AN2022PTC005623,ANDAMAN TOURISM AND HOSPITALITIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2022-10-12,"C/O N.RAVICHANDRAN   LILLYPUR ADD.A/2925,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,63000,"Transport, storage and Communications"
U55101AN1989PTC000031,HOTEL ABHISHEKH (ANDAMANS) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,207000.00,1989-04-06,"Golghar   Port Blair,South Andamans,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U63030AN2018PTC005400,YOUR DREAM JOURNEY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-03-08,"1 ST FLOOR AB-31, NEAR RAM NIVAS LODGE   BABU LANE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U41001AN2025PTC006127,BLAIR ENGINEERING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2025-01-22,"First floor, Survey No 823/2,Behind Ayush Medical,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,41001,Construction
U85300AN2022NPL005633,VANNAKANAA FOUNDATION,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,10000.00,2022-12-12,"C/O ARUL MANI LADY TAILOR, PEMA JUNCTION   VILL- POST CALICUT, PS PAHARGAON,POARTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,85300,"Community, personal and Social Services"
U74900AN2016PTC000286,FEEL GOOD VENTURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2016-02-26,"OPP. LG SERVICE CENTRE   RGT ROAD,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74900,Business Services
U61100AN2005PTC000075,I T T LINES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,50000000.00,30000000.00,2005-06-14,"Supplyline, Mosque Building   Room No. 7, 1st Floor,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U61200AN2021PTC005520,SREEGUNA DYNAMICS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,2000000.00,800000.00,2021-03-16,"2ND FLOOR, ISLAND ARCADE   JUNGLIGHAT, SOUTH ANDAMAN,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U70109AN2017PTC005331,SWAMY VINAYAGAR REAL ESTATE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-01-10,"PROTHRAPUR,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U93000AN2011PTC000161,PATROL MOBILE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-09-02,"1 BATHUBASTHI,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,93000,"Community, personal and Social Services"
U74999AN2014PTC000240,MU STUDIOS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,600000.00,2014-12-24,"SRI RAM COMPLEX   OPP TO OLD TAXI STAND,  ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2018PTC005388,ADORABLE ANDAMAN LEISURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-01-03,"BATHUBASTI   PORT BLAIR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2018PTC005399,MEENAKSHI SHIPPING SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2018-02-28,"3rd Floor, DMK Building,   Survey No. 1699/12, Phoneix Bay,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U63000AN2022PTC005629,SHIVHARE TOUR & TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-11-10,"AB 97, 3RD FLOOR, SURVEY NO. 130/1   GARACHAMA VILLAGE, UNDER TEHSIL,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63000,"Transport, storage and Communications"
U01400AN2015PTC000250,ANDAMAN PRAGATI COCONUT PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,6650600.00,2015-03-02,"TSUNAMI SHELTER   FERRARGUNJ,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744206-India",Unlisted,Active,andaman and nicobar islands,Indian,01400,Agriculture and Allied Activities
U55100AN2021PTC005565,HEYDAY HOSPITALITY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-12-01,"C/O SANTHI RAM BAIDYA   NEMBU BAGHICHA, CHOULDHARI,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,55100,Trading
U55101AN2021PTC005556,FOCUSED SHIPPING & LEISURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2021-10-21,"C/o NISHAT SALAM,   PHOENIX BAY,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U93190AN2023PTC006028,ANDAMAN WATERSPORTS ADVENTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2023-08-18,"A/128, Lillypur,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,93190,"Community, personal and Social Services"
U63030AN2022PTC005604,SMART360 PACKERS AND SHIPPING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-06-21,"11 A/K Street, Anarkali Delanipur,   Port Blair,,SouthAndaman,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U51909AN2011PTC005344,PRINCE STORES (TRADING) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,1200000.00,2011-04-07,"GARACHARMA POST   OPPOSITE I.O.B.,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U45208AN2011PTC000155,M SUBRAMANIAM ENGINEERING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2011-04-19,"HOTEL MSM   DIARY FARM JUNCTION, JUNGLIGHAT POST,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,45208,Construction
U80900AN2020PTC005483,GYAN COACHING CENTRE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2020-07-11,"C/O GYANENDRA SHARMA, SURVEY NO 17,   OPP ANANDA MARG SCHOOL, JUNGLIGHAT,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,80900,"Community, personal and Social Services"
U50400AN2019PTC005444,LMS AUTOMOTIVES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-04-01,"S.NO.44/2, SIPPIGHAT MAIN ROAD   BIMLITAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,50400,Trading
U51103AN2009PTC000122,KARAN TRADING (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,25000000.00,12990000.00,2009-09-02,"232, M.G. ROAD,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,51103,Trading
U45201AN2003PTC000068,G.R. REAL ESTATES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,20000.00,2003-02-10,"G B 178, Junglighat   Port Blair,NA,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,45201,Construction
U45201AN2012PTC000185,HITECH CIVIL ENGINEERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,4500000.00,2012-12-20,"PLOT NO. 9, 8/9 SAHAJEEVAN COLONY   POST BOX NO.721, HADDO,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45201,Construction
U70109AN2022PTC005636,SIDZERN PROJECTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-12-20,"JUNGLIGHAT, PORT BLAIR, SOUTH ANDAMAN,JUNGLIGHAT,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U52200AN2022PTC005605,SSJ RETAIL TRADING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,300000.00,2022-06-22,"Govinda Nagar Swaraj  Dweep   South Andaman, Andaman Isands,Andaman,Andaman Islands,Andaman and Nicobar Islands,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,52200,Trading
U74999AN2017PTC005378,OFF ROAD SPORTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-11-09,"JOHNY GEORGE   GOALGHAR PORT BLAIR,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U55101AN1986PTC000018,BAY ISLAND DOLPHIN HOTEL AND TOURISM PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,200.00,1986-10-20,"Tower House   Aberdeen Bazar,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55101AN1986PTC000019,BLUE SEA HOTELS(ANDAMANS) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,229600.00,1986-11-10,"10 MG Road   Middle Point,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN1987PTC000022,HOTEL DHANALAKSHMI PRIVATE LIMITED.,ROC Chennai,Company limited by shares,Non-government company,Private,400000.00,315000.00,1987-03-17,"Abereen Bazaaar   Port Blair,Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U05002AN2017PTC005336,SOLOM TRADING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-01-23,"Village Aberdeen,   Port Blair Tehsil,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,05002,Agriculture and Allied Activities
U68200AN2023PTC006054,ANEMCO INFRA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-10-20,"Near Sea Link Office,,Phoenix Bay SeaShore Road,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,68200,Real Estate and Renting
U85300AN2022PTC005638,NEW LIFE DIAGNOSTIC PORT BLAIR PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2022-12-28,"The Apollo Clinic & Pharmacy   Apollo Hospitals,,Garacharma,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,85300,"Community, personal and Social Services"
U70102AN2014PTC000229,MOHAN SINGH INFRASTRUCTURE(INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2014-08-08,"SHOP NO 2   JN ROAD HADDO,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,70102,Real Estate and Renting
U45208AN2013PTC000191,LALL INFRASTRUCTURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-04-08,"BIRDLINE PROTHRAPUR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,45208,Construction
U52602AN2022PTC005624,ASIA MARBLE AND GRANITES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-10-14,"GROUND FLOOR, ROOM NO 02   BIRD LINE, CALICUT,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,52602,Trading
U61100AN2019PTC005469,DWEEP ENGINEERING ISLAND PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2019-10-09,"S S ROAD   NR A1/1558,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U45400AN2010PTC000139,SRILEKSHMIVIHAR PROPERTIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,500000.00,2010-04-23,"ROOM NO.14 , SAPNA COMPLEX   BATHUBASTI, GARACHARMA,PORT BLAIR,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45400,Construction
U92410AN2015PTC000263,MANTRA WATER SPORTS EQUIPMENT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-06-15,"02 FORESHORE ROAD, NEAR CHATHAM POLICE STATION   HADDO PO, VILLAGE HADDO ,  SOUTH ANDAMAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,92410,"Community, personal and Social Services"
U52190AN1996PTC000053,IMPERIAL AGENCIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,1996-07-10,"2 Middle Point   Port Blair,NA,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52190,Trading
U67100AN2022PTC005625,LEELABHANU ILIKA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000.00,10000.00,2022-10-27,"MG-23, Dean Street, First floor   house of T. K, Junglighat, Port Blair,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,67100,Finance
U00339AN1986PLC007658,HIGHTECH PISTON (KARNATAKA) LIMITED,ROC Andaman,Company limited by shares,Non-government company,Public,500000.00,0.00,1986-06-18,"3RD FLOOR,TOWER BLOCK,UNITYBUILDINGS,J.C.ROAD,   ,BANGALORE-2.,BANGALORE,Andaman and Nicobar Islands,000000-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,00339,Others
U01100AN2022PTC005635,ANDAMAN KRISHAK SAHAYOG PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,10000.00,2022-12-17,"01, Gram Panchayat Building, Mitakhari   Ferrargunj Block,,South Andaman,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,01100,Agriculture and Allied Activities
U01409AN2021PTC005529,VPSKN BHARAT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,20000.00,2021-05-20,"M/B NO 47/47, NEAR AIR COLONY   PREM NAGAR, AIR ROAD, PORT BLAIR,SOUTHANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,01409,Agriculture and Allied Activities
U01409AN2022OPC005632,PREZZIE AGROTECH (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,10000.00,2022-12-09,"HOUSE NO 39, NEAR PEMA MASJID   PEMA CALICUT, PORT BLAIR,CALICUT,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,01409,Agriculture and Allied Activities
U63030AN2020PTC005501,ANDAMANWIZARD DMC PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,50000.00,50000.00,2020-10-30,"C/O - Mr. Sumit Kumar Mallick, Dollygunj   Junction, Near Unique Bar, Port Blair,PortBlair,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U22190AN2015PTC000254,GATEWAY PRODUCTIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-04-16,"1/86, J N ROAD   HADDO, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,22190,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U74140AN2009PTC000114,CHANAKYA CONSULTANCY SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-06-05,"No.125, M.G.Road,   Near Junglighat Petrol Pumb,,Port Blair,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,74140,Business Services
U74900AN2016PTC000281,ROYAL PETROLEUM (ANDAMAN) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-02-05,"SHOREPOINT   BAMBOOFLAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74900,Business Services
U61100AN1993PTC000038,ANDAMAN CARGO CARRIERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,15000.00,1993-08-20,"MG Road   Middle Point,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U61100AN2008PTC000096,RAHMAT SHIPPING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,0.00,2008-03-03,"BABU LANE   ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
