CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U15120AN2012PTC000174,ARYAN AQUA (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,900000.00,2012-06-29,"Survey No-182/13   CALICUT VILLAGE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,15120,Manufacturing (Food stuffs)
U68100AN2023PTC006058,HVV INFRASTRUCTURE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-11-21,"MR. MOORTHY, KAMRAJ NAGAR,C/O VNS PURIFIED WATERS,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Under process of striking off,andaman and nicobar islands,Indian,68100,Real Estate and Renting
U22210AN2009PTC000117,KRG PUBLICATIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,900000.00,2009-06-19,"BUNIYADABAD   HADDO,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,22210,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U51909AN2019PTC005460,RAN & BAL ASSOCIATES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-08-23,"GROUND FLOOR, ROOM NO. 6   34, SHASTRI ROAD, ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U61100AN1985PLC000016,SHANTI SHIPPING COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Public,7500000.00,0.00,1985-12-19,"Port Blair,Port Blair,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U61200AN2022PTC005577,SKY SHIPPING AND LOGISTICS INDIA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-02-10,"C/O HAMEED ALI, SURVEY NO. 57   PHONIX BAY 592, GROUND FLOOR,Portblair,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U45309AN2022PTC005575,CITY CONSTRUCTIE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2022-02-04,"SHOP NO 2, C/O ANBU HOTEL   NEAR GOVT POLY TECHNIC, DOLLYGUNJ,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45309,Construction
U70109AN2021PTC005538,IXZ PROPERTIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2021-07-29,"Mr Tanveer Singh   Hotel Shompen-2 Middle Point Port Blair,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U45401AN2023PTC006027,NORD TRADING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-08-14,"SURVEY NO 1/23/4,,FERRARGUNJ,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,45401,Trading
U72900AN2013PTC000212,TOTTOCRAFT TECHNOLOGIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-09-27,"Binu Pappan Building, 1st Floor FS - 2,Rich Street   Near Loknath Mandir, Dollygunj Port Blai,r, South,Andaman,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,72900,Business Services
U64990AN2025PTC006138,KM NAKSHATRA FINANCE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2025-04-07,"C/O N. KANNA MARINEHILL,,ABERDEEN VILLAGE,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,64990,Finance
U93000AN2011PTC000157,INCREDIBLE ANDAMAN TOURISM (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-05-30,"14/4 J N ROAD   GOALGHAR,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,93000,"Community, personal and Social Services"
U74999AN2009PTC000118,KRISHPRATAP PLACEMENT SERVICES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,200000.00,200000.00,2009-06-22,"M.B 171 M.G ROAD   JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2016OPC005311,MARUDHU PANDIYAN SECURITY & FACILITY MANAGEMENT SERVICE PRIVATE LIMITED (OPC),ROC Chennai,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2016-08-18,"SUBASH GRAM, W. NO-3,   OPP. SAMITY SHOPPING COMPLEX DIGIPUR,,NORTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2017PTC005376,RITIKA'S DIAGNOSTIC SOLUTIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,10000000.00,2017-11-02,"Garacharma,   South Andaman,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U31909AN2021PTC005533,SADGI LIGHT AND SWITCHES INDUSTRY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,200000.00,2021-07-12,"7, MIDDLE POINT NEAR AXIS BANK   PAN CARD OFFICE CAMPUS,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,31909,Manufacturing (Machinery and Equipments)
U01400AN2014PTC000238,ANDAMAN COCONUT AND AGRI PRODUCTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,200000.00,2014-12-18,"Survey No. 594, Near Range Office,   Bathubasti,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,01400,Agriculture and Allied Activities
U55209AN2005PTC005419,DIVEINDIA SCUBA AND RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,490000.00,2005-10-21,"Neil Kendra   Neil Islands,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,55209,Trading
U02001AN1977PLC000005,ANDAMAN AND NICOBAR ISLANDS FOREST AND PLANTATION DEVELOPMENT CORPORATION LIMITED..,ROC Andaman,Company limited by shares,Non-government company,Public,60000000.00,35918000.00,1977-01-21,"VANVIKAS BHAVAN   P.O. HEDDO,PORT BLAIR,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,02001,Agriculture and Allied Activities
U43299AN2024PTC006087,SRIJAMYA INFRASALES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,500000.00,2024-03-11,"Radha Krishan Temple,Junglighat, Port Blair,Portblair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,43299,Construction
U45200AN2015PTC000257,ARQ PROPERTIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-05-07,"OPP.GATE. NO.3 JUNGLIGHAT JETTY,   SOUTH ANDAMAN, PORT BLAIR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,45200,Construction
U22300AN2019PTC005467,HIFI7 FIBERNET PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2019-09-19,"SHOP NO 7, 1ST FLOOR,   VIJAY KRISHNA BUILDING, ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,22300,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U61100AN1988PTC000029,ISLAND MARINE TRANSPORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,0.00,1988-09-22,"Aberdeen Bazaar   Port Blair,Andaman,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,61100,"Transport, storage and Communications"
U61200AN2011PTC000149,DIVE ANDAMAN (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2011-01-13,"DIVE ANDAMAN (INDIA) PVT LTD   14/4 SHOP NO3 JN ROAD GOAL GHAR,PORT BLAIR,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,61200,"Transport, storage and Communications"
U45309AN2021OPC005564,WINZ INFRATECH (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2021-12-01,"3/06, ITI CAMPUS DOLLYGUNJ,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,45309,Construction
U70109AN2020PTC005491,NIDEJA PROPERTIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-08-13,"NO. 5, QUARRY HILL,   NEAR TAMIL SANGAM HALL,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,70109,Real Estate and Renting
U64199AN2023PLN006018,VAROSHA SAMAJ KALYAN NIDHI LIMITED,ROC Andaman,Company limited by shares,Non-government company,Public,1500000.00,1000000.00,2023-06-30,"C/O MOHD ASLAM, PHOENIX,BAY, CT50/5 MFX10 P.BAY,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,64199,Finance
U93000AN2013PTC000192,ANDAMAN ECSTASY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-04-22,"ROOM NO 12 MARATHOMA CHURCH COMPLEX   GOALGHAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,93000,"Community, personal and Social Services"
U74999AN2017PTC005333,NABAJIT REAL ESTATE PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-01-17,"CHOULDHARI,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U74999AN2022OPC005580,YIREH MARKETING (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,1000000.00,100000.00,2022-02-17,"SHOP ROOM NO.45 R K TEMPLE   SHOPPING COMPLEX, JUNGLIGHAT PORT BLAIR,JUNGLIGHAT,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U62099AN2023PTC006043,DEEPML TECHNOLOGIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-09-26,"kamraj Nagar,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,62099,Business Services
U55101AN2022PTC005573,EDWIN ENTERPRISES PRIVITED LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-02-02,"SHRI. V JOHN BOSE   BURMANALLAH PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,Trading
U55101AN2025PTC006143,SEA HORSE HOTELS ANDAMAN PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,200000.00,2025-04-24,"Hotel Shompen,2 Middle Point,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55101,"Transport, storage and Communications"
U05001AN1994PTC000047,OCEAN AIDS MARINE PRODUCTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,0.00,1994-07-15,"Lamba Line ,Post Box No 428   Port Blair,Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,05001,Agriculture and Allied Activities
U68200AN2023PTC006040,RUNGTA REALTY & LEISURES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-09-21,"75 JN ROAD,Port Blair,South Andaman,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,68200,Real Estate and Renting
U45200AN2015PTC000264,CSE CONSTRUCTION (INDIA) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,10000000.00,1000000.00,2015-06-29,"PHOENIX BAY   SOUTH ANDAMAN,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744102-India",Unlisted,Active,andaman and nicobar islands,Indian,45200,Construction
U82920AN2024PTC006122,ECO MOTIVE INDUSTRIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,100000.00,2024-12-17,"Shri KAWSHIK KUMAR SAHA,GARACHARMA,Port Blair,South Andaman,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,82920,"Community, personal and Social Services"
U51909AN1983PTC000009,R.AKOOJI JADWET AND COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,950000.00,1983-09-27,"xx   xx,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U51909AN2015PTC000244,SELVAM STORE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,5000000.00,1500000.00,2015-02-06,"SURVEY NO.51/1   BABU LANE,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U70101AN2014PTC000225,SKIER PROPERTIES DEVELOPER PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-07-15,"BURMANALLA   BIMILITAN P.O,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,70101,Real Estate and Renting
U29309AN2019PTC005464,BLUEMINE MARINE SOLUTIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-09-09,"Survey no. 594 , Next to Hotel Galaxy,   Link Road,Bathubasti, Prothapur Village,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,29309,Manufacturing (Machinery and Equipments)
U45209AN2018PTC005402,BISWORTH CONSTRUCTIONS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-04-17,"Naveen Nagar,   North & Middle Andaman,DIGLIPUR,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,45209,Construction
U52300AN2011PTC000166,E CAVE SHOPEE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-10-14,"No. 107, Surya Rao Apartment, 2nd Floor,   Next To Axis Bank, Middle Point, M G Roa,d,Port Blair,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,52300,Trading
U28112AN1990PTC000034,ANDAMAN ENGINEERING & PETROLEUM AGENCIES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,250000.00,25000.00,1990-09-27,"Rangat   Rangat,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,28112,"Manufacturing (Metals and Chemicals, and products thereof)"
U74900AN2014PTC000222,PETROFICIENT ENGINEERING SOLUTIONS LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-03-28,"MB-16, Babu Lane,   Aberdeen (P.O), Andamans,,Nicobar Islands,Nicobar Islands,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74900,Business Services
U45309AN2016PTC005305,ANIIDA DEVELOPERS AND PROMOTERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2016-06-13,"C-12 SHADIPUR   2ND FLOOR,PORT BLAIR,,ANDAMAN AND NICOBAR ISLANDS,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45309,Construction
U72900AN2014PTC000239,GKR TECHSOFT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-12-23,"THIRUMOOLAM BHAVAN, OPPOSITE TO ARAFA ELECTRONICS   JUNGLIGHAT,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,72900,Business Services
U52100AN2021PTC005553,AMMAN ARYAN GENERAL STORE PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2021-10-11,"C/O SHRI. K KALAIVANAN   B/LINE, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,52100,Trading
U92490AN2021PTC005550,ANDAMAN SKY WONDERS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2021-09-24,"C/O P.CHEAKU   DIGNABAD, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,92490,"Community, personal and Social Services"
U74999AN2017OPC005377,ENCHANTING ANDAMANS TOUR (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2017-11-08,"70, B-3, First Floor, MG Market   Aberdeen Bazaar, Port Blair,South Andaman,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,74999,Business Services
U55101AN1976PTC000003,THE BAY ISLANDS HOTELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,0.00,1976-03-24,"XX   XX,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,55101,Trading
U55205AN2021OPC005563,BHUMA WELLNESS AND HOSPITALITY (OPC) PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2021-11-26,"Survey No 498, Govind Nagar 3,,Swaraj Dweep,Port Blair,South Andaman,Andaman & Nicobar,744211-India",Unlisted,Active,andaman and nicobar islands,Indian,55205,Trading
U63090AN2015PTC000274,CLUB TAXI AND TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,800000.00,2015-09-14,"SURVEY NO171, R.NO-1   ABERDEEN BAZAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,63090,"Transport, storage and Communications"
U15209AN2021PTC005557,CUBICORE FOOD PRODUCTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-10-25,"C/o SHONDA SAHA, OPPOSITE PHC, WARD NO 5   HUT BAY, SOUTH ANDAMAN,LITTLEANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744207-India",Unlisted,Active,andaman and nicobar islands,Indian,15209,Manufacturing (Food stuffs)
U15400AN2022PTC005590,PORT FOODS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2022-03-31,"C/O POONAM SONTHALIA   SURVEY NO 248 & SURVEY NO 247,PROTHRAPUR,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,15400,Manufacturing (Food stuffs)
U45100AN2024PTC006108,LEGACY AUTOMOBILES PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,8500000.00,8500000.00,2024-06-30,"M.B.46,ABERDEEN BAZAR,Port Blair,South Andaman,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,45100,Trading
U47730AN2023PTC006056,MAAZ MART PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-11-10,"C/O M A MOIDUNNI SUBHASH,BAZAR SUBHASH GRAM,Diglipur,North And Middle Andaman,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,47730,Trading
U51909AN1975PTC000002,JADWET TRADING COMPANY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,20000000.00,20000000.00,1975-12-16,"XX   XX,NA,Andaman and Nicobar Islands,744104-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U51909AN2023PTC005643,ANIL KUMAR TRADERS VEGETABLES AND FRUITS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-01-06,"C/O PREETA KUMARI, JODA KALAN   TEYLARABAD, SHIPPIGHAT,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,51909,Trading
U52399AN2006PTC000081,K.DORAISWAMY TRADING CO.PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,800000.00,2006-12-21,"MB-34   Aberdeen Bazaar,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52399,Trading
U45309AN2022PTC005617,DHIRENDHRUV CONSRUCTION SOLUTION PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-09-06,"C/o Arun Mondal Madhupur Diglipur   North and Middle Andaman,AndamanandNicobar,Andaman Islands,Andaman and Nicobar Islands,744202-India",Unlisted,Active,andaman and nicobar islands,Indian,45309,Construction
U92410AN2022PTC005600,OCEAN NIRVANA PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-05-24,"C/O HELEN MESHACK   DIGNABAD, PORT BLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,92410,"Community, personal and Social Services"
U52100AN2022PTC005639,HARMANGA FISHRISH PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,400000.00,100000.00,2022-12-30,"NO. 02,03 MUNCIPAL MARKET NEAR GANESH   TEMPLE DAIRY FARM JUNGLI GHAT PORTBLAIR,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,52100,Trading
U93090AN2017PTC005374,ANDAMAN XTASEA EVENTS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,10000.00,2017-10-31,"123 MG ROAD JANTA DALL BUILDING   2ND FLOOR GOAL GHAR PORT BLAIR,SOUTH ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,93090,"Community, personal and Social Services"
U74999AN2017PTC005352,BAUL & SONS PRIVATE LIMITED,ROC Chennai,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-04-21,"SHOP NO 10, ZPSC COMPLEX   BILLIGROUND BAZAR(H/N),NORTH AND MIDDLE ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744201-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,74999,Business Services
U01111AN2007PTC000087,ANDAMAN AGRO PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2000000.00,100000.00,2007-08-06,"Sadha Bhavan   Gurudwara Lane,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,01111,Agriculture and Allied Activities
U01403AN2013PTC000194,ADHITHI MILK AND AGRI PRODUCER COMPANY LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,500000.00,2013-05-03,"PLOT NO. 1752 ROOM NO. 4 C-50 4   1ST FLOOR CIVILGURUDWARA LINE,PORTBLAIR,Nicobar Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,01403,Agriculture and Allied Activities
U55100AN2015PTC000275,SEA GRASS RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2015-09-15,"FIRST FLOOR, BEHIND GANESH TEMPLE   BABU LANE, ABERDEEN BAZAAR,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,55100,Trading
U55204AN2016PTC000295,SUDHARSHAN ECO FRIENDLY RESORTS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2016-03-21,"K RAMAMOORTHY   MANJERI, FERRARGUNJ,PORT BLAIR,Andaman Islands,Andaman and Nicobar Islands,744108-India",Unlisted,Active,andaman and nicobar islands,Indian,55204,Trading
U93110AN2023PTC006022,ANDAMAN ISLAND TRADING PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2023-07-20,"Survey No 262/2/20,Ferrargunj Tehsil,Port Blair,South Andaman,Andaman and Nicobar Islands,744103-India",Unlisted,Active,andaman and nicobar islands,Indian,93110,"Community, personal and Social Services"
U05001AN1988PTC000027,ANDAMAN AND NICOBAR FISH PROCESSING PROJECT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,500000.00,400000.00,1988-03-08,"96 /3 Dhanikhari   South Andamans,Port Blair,Andaman and Nicobar Islands,744104-India",Unlisted,Strike Off,andaman and nicobar islands,Indian,05001,Agriculture and Allied Activities
U63030AN2022PTC005581,INDRANS TRANSPORT PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-02-18,"C/O R NARENDRAN, WARD NO. 2   PO KALIGHAT DIGLIPUR NORTH ANDAMAN,ANDAMAN,Andaman Islands,Andaman and Nicobar Islands,744204-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63030AN2023PTC005647,ADMIREANDAMAN TOUR AGENCY PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,100000.00,50000.00,2023-01-12,"C/O. MOHAMMED SALAHUDDIN, GROUND FLOOR,   HOTEL ROYAL CLIFF GARCHARMA,PORTBLAIR,Andaman Islands,Andaman and Nicobar Islands,744105-India",Unlisted,Active,andaman and nicobar islands,Indian,63030,"Transport, storage and Communications"
U63040AN1998PTC000060,ISLAND TRAVELS PRIVATE LIMITED,ROC Andaman,Company limited by shares,Non-government company,Private,2500000.00,1103000.00,1998-10-08,"Travel House   Aberdeen Bazar,Port Blair,Andaman and Nicobar Islands,744101-India",Unlisted,Active,andaman and nicobar islands,Indian,63040,"Transport, storage and Communications"
